event_type,msg_len,app_installed,delivery_retry_score,label_channel
Credit Card Bill Reminder,203,1,0,Push Notification
Credit Card Bill Reminder,161,0,1,Email
Login OTP,9,0,1,SMS
Low Balance Alert,83,0,0,Email
Beneficiary Added Alert,71,1,3,WhatsApp
Monthly Statement,117,1,0,Email
Fraud Alert,76,1,0,SMS
KYC Reminder,344,0,1,Push Notification
Reward Points Update,147,1,0,Push Notification
Monthly Statement,123,1,1,Email
Login OTP,6,0,0,SMS
Credit Card Bill Reminder,245,1,0,Email
Reward Points Update,172,0,2,Email
Transaction OTP,10,1,0,Push Notification
Fraud Alert,47,0,1,Email
Transaction OTP,8,0,1,Email
Fraud Alert,28,0,1,SMS
KYC Reminder,103,1,0,Push Notification
Monthly Statement,92,1,0,Email
Low Balance Alert,97,1,1,Push Notification
Monthly Statement,65,0,1,Email
Fraud Alert,43,1,2,SMS
Low Balance Alert,24,1,0,Push Notification
Payment Confirmation,30,0,1,Email
KYC Reminder,335,1,1,Push Notification
Credit Card Bill Reminder,335,1,0,Push Notification
KYC Reminder,311,0,0,Push Notification
KYC Reminder,176,1,1,Push Notification
Reward Points Update,63,1,1,Email
Reward Points Update,186,0,0,Email
Credit Card Bill Reminder,140,0,0,Email
Fraud Alert,28,1,1,SMS
Reward Points Update,177,1,0,Push Notification
Login OTP,8,0,0,SMS
Low Balance Alert,55,1,0,Email
Fraud Alert,87,1,2,SMS
Login OTP,5,1,0,SMS
Monthly Statement,30,1,0,Push Notification
Credit Card Bill Reminder,224,1,2,Email
Credit Card Bill Reminder,174,1,1,Email
Login OTP,7,0,0,SMS
Credit Card Bill Reminder,165,1,1,Push Notification
Low Balance Alert,35,0,0,Email
KYC Reminder,132,0,2,Push Notification
Transaction OTP,11,0,1,Email
Credit Card Bill Reminder,296,0,0,Email
Beneficiary Added Alert,91,1,1,WhatsApp
Low Balance Alert,37,1,1,Email
KYC Reminder,147,0,0,Push Notification
Login OTP,11,1,0,WhatsApp
Credit Card Bill Reminder,225,1,0,Push Notification
Payment Confirmation,124,1,0,Email
Credit Card Bill Reminder,265,0,1,Email
KYC Reminder,307,0,0,Push Notification
Credit Card Bill Reminder,182,1,1,Push Notification
Fraud Alert,94,1,2,Push Notification
Login OTP,5,1,1,SMS
Low Balance Alert,35,1,1,Push Notification
Monthly Statement,182,0,0,Email
Fraud Alert,110,0,1,SMS
KYC Reminder,176,1,1,Push Notification
Low Balance Alert,64,0,1,Email
Transaction OTP,8,1,0,Email
Beneficiary Added Alert,82,1,1,WhatsApp
Transaction OTP,7,0,0,Email
Transaction OTP,7,1,0,Email
Fraud Alert,21,1,0,SMS
Payment Confirmation,91,1,1,Email
Fraud Alert,34,1,1,SMS
Fraud Alert,29,1,1,SMS
KYC Reminder,320,1,1,Push Notification
Credit Card Bill Reminder,333,0,1,Email
Monthly Statement,115,1,1,Push Notification
Reward Points Update,186,1,2,Email
Low Balance Alert,62,0,1,Email
Credit Card Bill Reminder,165,0,0,Email
Monthly Statement,23,1,0,Email
Low Balance Alert,22,1,1,SMS
KYC Reminder,233,0,0,Push Notification
Fraud Alert,79,1,0,SMS
Credit Card Bill Reminder,225,1,0,Push Notification
Monthly Statement,78,1,1,Email
KYC Reminder,270,1,0,WhatsApp
KYC Reminder,184,0,2,SMS
Reward Points Update,199,1,0,Push Notification
Reward Points Update,36,1,0,Email
KYC Reminder,269,0,0,Push Notification
Payment Confirmation,126,0,1,WhatsApp
Low Balance Alert,101,1,2,Email
Beneficiary Added Alert,33,1,0,Email
Credit Card Bill Reminder,255,0,0,Email
Login OTP,10,1,1,SMS
Credit Card Bill Reminder,149,1,0,Email
Login OTP,12,1,0,SMS
KYC Reminder,336,0,0,Push Notification
Credit Card Bill Reminder,247,1,0,Push Notification
Reward Points Update,50,1,1,Push Notification
KYC Reminder,200,1,0,Push Notification
Login OTP,6,1,1,SMS
Fraud Alert,20,0,1,SMS
Fraud Alert,116,1,0,SMS
Transaction OTP,9,0,2,Email
Payment Confirmation,112,1,0,WhatsApp
Payment Confirmation,85,1,2,Push Notification
Payment Confirmation,142,0,0,Email
Reward Points Update,34,1,0,WhatsApp
Beneficiary Added Alert,41,1,0,WhatsApp
Payment Confirmation,122,0,0,Email
Credit Card Bill Reminder,331,1,0,Push Notification
Reward Points Update,181,1,0,Push Notification
KYC Reminder,224,1,2,Push Notification
Transaction OTP,10,0,1,Email
Fraud Alert,119,0,2,SMS
Transaction OTP,5,0,0,Email
Credit Card Bill Reminder,316,0,0,Email
Fraud Alert,94,1,0,SMS
Reward Points Update,90,0,2,Email
Reward Points Update,69,1,0,Push Notification
Login OTP,4,0,1,SMS
Transaction OTP,4,0,1,Email
Reward Points Update,79,1,1,Push Notification
Login OTP,11,1,1,SMS
KYC Reminder,336,1,0,Push Notification
Transaction OTP,6,0,1,Email
KYC Reminder,345,1,0,Push Notification
Transaction OTP,10,0,0,Email
Payment Confirmation,158,0,2,Email
Fraud Alert,77,0,0,SMS
Payment Confirmation,69,1,0,Email
Beneficiary Added Alert,61,1,0,SMS
Reward Points Update,194,1,1,Push Notification
Login OTP,5,0,0,SMS
Beneficiary Added Alert,22,1,1,WhatsApp
Low Balance Alert,28,0,0,Email
Transaction OTP,12,1,0,Push Notification
Beneficiary Added Alert,62,0,1,WhatsApp
Payment Confirmation,56,0,1,Email
Fraud Alert,89,1,1,Email
Transaction OTP,8,0,1,Email
Credit Card Bill Reminder,108,1,1,Email
Monthly Statement,101,1,0,Push Notification
KYC Reminder,108,0,1,Push Notification
Beneficiary Added Alert,113,1,0,WhatsApp
Transaction OTP,10,1,1,Push Notification
KYC Reminder,311,1,1,Push Notification
Beneficiary Added Alert,31,1,0,WhatsApp
Credit Card Bill Reminder,239,0,0,Email
Payment Confirmation,47,1,1,Push Notification
Reward Points Update,58,1,0,Email
KYC Reminder,314,0,2,Push Notification
Payment Confirmation,125,0,0,Email
Low Balance Alert,54,0,2,Email
Transaction OTP,8,1,2,WhatsApp
Monthly Statement,113,1,0,Push Notification
Reward Points Update,132,1,1,Email
Low Balance Alert,107,1,0,Push Notification
Monthly Statement,25,1,1,Push Notification
Reward Points Update,120,1,2,Push Notification
Monthly Statement,40,0,1,Email
Monthly Statement,63,0,0,Email
Fraud Alert,109,0,1,WhatsApp
Fraud Alert,75,0,0,SMS
Login OTP,6,1,1,SMS
Beneficiary Added Alert,57,0,0,WhatsApp
Fraud Alert,62,0,0,SMS
Reward Points Update,23,0,1,Email
KYC Reminder,185,0,1,Push Notification
Transaction OTP,4,0,1,Email
Monthly Statement,166,0,0,Email
Login OTP,11,0,0,SMS
Beneficiary Added Alert,47,1,1,WhatsApp
Fraud Alert,66,1,0,SMS
Transaction OTP,4,1,0,Email
Login OTP,6,0,0,SMS
Beneficiary Added Alert,50,0,1,WhatsApp
Credit Card Bill Reminder,238,0,2,Email
Transaction OTP,10,1,0,SMS
Payment Confirmation,106,0,0,Email
Beneficiary Added Alert,114,0,1,WhatsApp
Login OTP,8,1,0,SMS
Reward Points Update,182,1,0,Email
Transaction OTP,7,1,0,Push Notification
Low Balance Alert,120,1,1,Email
Payment Confirmation,55,1,3,Push Notification
KYC Reminder,324,1,0,Push Notification
Payment Confirmation,76,1,0,Push Notification
Reward Points Update,86,1,0,Email
Low Balance Alert,37,1,2,Push Notification
Transaction OTP,12,1,1,Push Notification
Login OTP,10,0,0,SMS
Login OTP,11,1,1,WhatsApp
Fraud Alert,105,0,1,SMS
Monthly Statement,48,0,2,Email
Credit Card Bill Reminder,155,1,0,Push Notification
KYC Reminder,346,0,0,Push Notification
Fraud Alert,37,0,1,SMS
Transaction OTP,4,1,0,Push Notification
Beneficiary Added Alert,50,0,2,WhatsApp
Beneficiary Added Alert,97,1,2,WhatsApp
KYC Reminder,133,1,1,Push Notification
Monthly Statement,133,1,0,Email
Monthly Statement,200,0,1,Email
Credit Card Bill Reminder,154,1,0,Push Notification
Login OTP,7,1,1,SMS
Transaction OTP,10,1,1,Email
Reward Points Update,195,1,3,Email
Payment Confirmation,22,1,0,Push Notification
Monthly Statement,186,0,0,Email
Login OTP,8,0,2,SMS
Monthly Statement,183,1,0,Push Notification
Beneficiary Added Alert,77,1,1,SMS
Transaction OTP,5,0,2,Email
Login OTP,9,1,0,SMS
Monthly Statement,188,1,0,Push Notification
Credit Card Bill Reminder,291,1,2,Email
Fraud Alert,48,0,2,SMS
Login OTP,6,0,0,WhatsApp
Fraud Alert,87,1,0,SMS
Fraud Alert,39,0,0,SMS
Monthly Statement,187,1,1,Push Notification
Low Balance Alert,52,0,0,WhatsApp
Beneficiary Added Alert,57,1,0,WhatsApp
Fraud Alert,61,0,2,SMS
Fraud Alert,42,1,0,SMS
Reward Points Update,113,1,0,Push Notification
Transaction OTP,6,1,1,Push Notification
Payment Confirmation,133,0,0,Email
Monthly Statement,109,0,1,Email
Monthly Statement,169,0,0,Email
Monthly Statement,147,1,2,Push Notification
Fraud Alert,118,0,2,SMS
Low Balance Alert,30,0,0,Email
Reward Points Update,59,0,0,Email
Beneficiary Added Alert,101,1,1,WhatsApp
Beneficiary Added Alert,103,0,0,WhatsApp
Reward Points Update,159,1,0,Push Notification
Monthly Statement,114,1,1,Push Notification
Login OTP,5,1,1,SMS
Payment Confirmation,189,1,3,Push Notification
Fraud Alert,81,0,2,SMS
Login OTP,4,0,1,SMS
Payment Confirmation,120,1,1,Push Notification
Payment Confirmation,120,1,1,Push Notification
Monthly Statement,166,1,0,Email
Credit Card Bill Reminder,286,1,0,Push Notification
Beneficiary Added Alert,51,1,2,WhatsApp
Login OTP,7,1,0,SMS
Credit Card Bill Reminder,258,0,0,Email
KYC Reminder,168,1,0,Push Notification
Transaction OTP,12,0,1,Email
Beneficiary Added Alert,82,1,0,WhatsApp
Monthly Statement,126,1,1,Push Notification
Beneficiary Added Alert,93,0,0,WhatsApp
Payment Confirmation,150,1,0,Push Notification
Fraud Alert,20,1,0,SMS
Low Balance Alert,21,1,2,Email
Fraud Alert,66,0,1,SMS
Monthly Statement,99,1,2,Push Notification
Fraud Alert,85,0,0,WhatsApp
Low Balance Alert,96,0,1,Email
Payment Confirmation,168,0,0,Email
Payment Confirmation,53,0,1,Email
Low Balance Alert,90,1,0,Push Notification
KYC Reminder,150,0,0,Push Notification
Transaction OTP,8,0,0,Email
Beneficiary Added Alert,25,1,0,SMS
Monthly Statement,76,0,0,Email
Payment Confirmation,44,0,1,Email
Monthly Statement,69,0,1,Email
Transaction OTP,9,0,0,Email
Transaction OTP,8,1,1,Email
Beneficiary Added Alert,58,0,0,WhatsApp
Fraud Alert,68,1,3,SMS
Monthly Statement,170,1,1,Email
KYC Reminder,105,1,0,Push Notification
Reward Points Update,43,1,0,Push Notification
Transaction OTP,7,1,1,Email
Monthly Statement,96,0,0,Email
Beneficiary Added Alert,68,1,2,WhatsApp
Credit Card Bill Reminder,296,1,1,Push Notification
Fraud Alert,85,1,0,SMS
Monthly Statement,170,0,1,Email
Credit Card Bill Reminder,103,1,0,Email
Monthly Statement,25,1,1,Push Notification
Monthly Statement,138,0,0,Email
Payment Confirmation,82,0,0,Email
Payment Confirmation,97,0,2,Email
KYC Reminder,116,0,0,Push Notification
Monthly Statement,54,1,0,Push Notification
KYC Reminder,144,0,0,Push Notification
Payment Confirmation,111,1,2,Push Notification
Monthly Statement,122,0,1,Email
Reward Points Update,132,1,0,Push Notification
Transaction OTP,11,1,1,Push Notification
KYC Reminder,108,1,0,Push Notification
Reward Points Update,136,1,1,Email
KYC Reminder,329,0,1,Push Notification
Monthly Statement,80,1,0,Push Notification
KYC Reminder,204,1,0,Push Notification
KYC Reminder,136,1,0,Push Notification
Monthly Statement,24,1,0,Push Notification
Monthly Statement,82,0,0,Email
Low Balance Alert,60,1,0,Push Notification
Transaction OTP,8,1,1,Push Notification
Transaction OTP,11,0,1,Email
Monthly Statement,84,0,0,Email
Transaction OTP,7,1,0,Email
KYC Reminder,209,1,0,Push Notification
Beneficiary Added Alert,111,0,0,WhatsApp
KYC Reminder,350,1,0,Push Notification
Beneficiary Added Alert,34,0,1,WhatsApp
Credit Card Bill Reminder,292,0,1,Email
Beneficiary Added Alert,99,1,1,WhatsApp
Beneficiary Added Alert,63,1,0,WhatsApp
KYC Reminder,173,0,1,Push Notification
Beneficiary Added Alert,107,1,0,Push Notification
Beneficiary Added Alert,45,1,0,WhatsApp
Monthly Statement,95,0,2,Email
Login OTP,10,1,1,SMS
Payment Confirmation,99,1,0,Email
Credit Card Bill Reminder,111,1,0,Push Notification
Reward Points Update,33,1,0,Email
Payment Confirmation,74,0,0,Email
Transaction OTP,8,1,0,Push Notification
Reward Points Update,171,1,0,Push Notification
Beneficiary Added Alert,102,0,2,WhatsApp
Reward Points Update,23,1,0,Push Notification
Transaction OTP,8,1,1,Push Notification
Reward Points Update,100,1,2,Email
Low Balance Alert,42,1,2,Push Notification
Fraud Alert,34,1,0,SMS
Credit Card Bill Reminder,270,1,1,Email
Monthly Statement,122,0,1,Email
Low Balance Alert,38,0,0,Email
Fraud Alert,29,1,0,SMS
Monthly Statement,61,0,2,Email
KYC Reminder,117,0,1,Push Notification
Fraud Alert,30,0,1,SMS
Reward Points Update,88,1,1,Push Notification
Monthly Statement,91,0,0,Email
Reward Points Update,115,0,0,Email
Credit Card Bill Reminder,267,1,0,Email
KYC Reminder,236,1,0,Push Notification
Monthly Statement,36,1,1,WhatsApp
Transaction OTP,6,0,0,Email
Credit Card Bill Reminder,298,0,2,Email
Login OTP,9,1,1,SMS
Monthly Statement,139,1,1,Push Notification
Reward Points Update,26,0,0,Email
KYC Reminder,200,0,1,Push Notification
Login OTP,4,1,0,SMS
Fraud Alert,104,1,1,SMS
Transaction OTP,6,0,2,Email
KYC Reminder,345,1,0,Push Notification
Transaction OTP,10,1,0,Push Notification
Monthly Statement,126,1,2,Push Notification
KYC Reminder,183,1,2,Push Notification
KYC Reminder,142,0,2,Push Notification
Reward Points Update,192,1,0,Push Notification
Beneficiary Added Alert,72,0,0,WhatsApp
Transaction OTP,4,1,0,Email
Credit Card Bill Reminder,190,1,0,Push Notification
Transaction OTP,5,0,0,Email
KYC Reminder,205,0,1,Push Notification
Credit Card Bill Reminder,225,0,0,Email
Low Balance Alert,115,1,1,Push Notification
Fraud Alert,79,0,2,SMS
Low Balance Alert,43,0,0,Email
Fraud Alert,81,1,0,SMS
Login OTP,10,1,0,SMS
Fraud Alert,30,1,2,SMS
Fraud Alert,106,1,0,SMS
Credit Card Bill Reminder,297,1,1,Push Notification
Fraud Alert,117,0,1,SMS
Monthly Statement,92,0,1,Email
Reward Points Update,162,0,1,Email
Login OTP,6,0,0,SMS
Transaction OTP,4,0,0,Email
Beneficiary Added Alert,39,1,1,WhatsApp
Fraud Alert,94,1,0,WhatsApp
Payment Confirmation,56,1,2,Push Notification
Fraud Alert,33,1,1,SMS
Transaction OTP,10,1,0,WhatsApp
Login OTP,6,1,0,SMS
Low Balance Alert,50,1,0,Push Notification
Low Balance Alert,74,0,1,Email
Beneficiary Added Alert,26,1,0,WhatsApp
KYC Reminder,111,0,0,Push Notification
Monthly Statement,65,1,0,Email
Beneficiary Added Alert,21,1,0,WhatsApp
Transaction OTP,10,0,0,Email
Transaction OTP,5,0,1,Email
Credit Card Bill Reminder,218,1,1,Email
Login OTP,8,0,2,SMS
Login OTP,5,1,0,SMS
Low Balance Alert,75,1,0,Email
Monthly Statement,45,1,1,Email
Beneficiary Added Alert,42,1,1,WhatsApp
KYC Reminder,333,0,1,Push Notification
Low Balance Alert,97,0,0,Email
Reward Points Update,108,1,1,Push Notification
Beneficiary Added Alert,48,0,1,WhatsApp
Transaction OTP,4,1,0,Email
Reward Points Update,94,1,0,Email
Low Balance Alert,110,1,0,Push Notification
KYC Reminder,269,1,0,Push Notification
Reward Points Update,154,0,1,SMS
Monthly Statement,68,1,0,Email
Low Balance Alert,102,0,0,Email
Reward Points Update,152,1,1,Push Notification
KYC Reminder,312,0,0,Push Notification
Payment Confirmation,60,1,0,Push Notification
Payment Confirmation,57,0,2,SMS
Monthly Statement,105,0,0,Email
Reward Points Update,85,1,2,Push Notification
Login OTP,12,0,1,SMS
Payment Confirmation,20,1,0,Push Notification
Credit Card Bill Reminder,337,0,1,Email
Low Balance Alert,115,0,0,Email
Monthly Statement,160,1,1,Email
Login OTP,5,0,0,SMS
Payment Confirmation,163,1,0,Email
Monthly Statement,127,1,2,Push Notification
Monthly Statement,45,0,0,Email
Reward Points Update,69,1,0,Push Notification
Transaction OTP,12,0,0,Email
Credit Card Bill Reminder,188,1,0,Email
Login OTP,6,0,1,SMS
Beneficiary Added Alert,90,1,0,WhatsApp
Monthly Statement,178,1,0,Push Notification
Credit Card Bill Reminder,252,1,0,Email
Monthly Statement,192,0,0,Email
Beneficiary Added Alert,70,0,0,WhatsApp
Beneficiary Added Alert,46,0,0,WhatsApp
Transaction OTP,12,1,2,Email
Low Balance Alert,27,0,0,Email
Credit Card Bill Reminder,241,1,0,Push Notification
Reward Points Update,151,1,0,Push Notification
KYC Reminder,318,1,0,Push Notification
Fraud Alert,70,1,0,SMS
Transaction OTP,8,1,0,Push Notification
Login OTP,10,0,2,WhatsApp
Fraud Alert,72,1,0,SMS
KYC Reminder,314,1,0,Push Notification
Monthly Statement,188,1,1,Push Notification
Monthly Statement,54,1,1,Email
Low Balance Alert,65,0,0,Email
Credit Card Bill Reminder,287,1,2,Email
Transaction OTP,10,1,1,Push Notification
Monthly Statement,189,0,2,Email
Low Balance Alert,99,1,0,Push Notification
Login OTP,11,1,0,SMS
KYC Reminder,116,0,1,Push Notification
Login OTP,5,0,1,SMS
Reward Points Update,69,0,2,Email
Monthly Statement,77,1,0,Push Notification
Login OTP,7,1,2,SMS
Monthly Statement,81,1,1,Push Notification
Low Balance Alert,35,0,2,Email
Payment Confirmation,82,1,0,Email
Credit Card Bill Reminder,180,1,3,Push Notification
Reward Points Update,77,0,1,Email
KYC Reminder,284,1,1,Push Notification
Beneficiary Added Alert,95,0,0,WhatsApp
Beneficiary Added Alert,99,1,1,WhatsApp
Fraud Alert,96,0,0,SMS
Beneficiary Added Alert,58,1,0,Email
Payment Confirmation,132,1,0,Push Notification
Login OTP,12,1,1,SMS
KYC Reminder,245,0,0,Push Notification
Fraud Alert,100,0,0,SMS
KYC Reminder,285,0,0,Push Notification
Beneficiary Added Alert,52,1,0,WhatsApp
Fraud Alert,73,1,2,SMS
Reward Points Update,104,0,1,Email
Beneficiary Added Alert,55,1,3,WhatsApp
Beneficiary Added Alert,90,1,0,WhatsApp
Payment Confirmation,108,1,1,Push Notification
Login OTP,10,1,1,SMS
Payment Confirmation,107,0,1,Email
Low Balance Alert,73,1,0,Push Notification
Login OTP,6,0,2,SMS
Payment Confirmation,56,1,0,Push Notification
KYC Reminder,203,1,1,Push Notification
Low Balance Alert,98,0,1,Email
Monthly Statement,117,0,1,WhatsApp
Payment Confirmation,63,0,1,Email
KYC Reminder,238,1,2,Push Notification
Beneficiary Added Alert,24,0,0,WhatsApp
Reward Points Update,170,1,3,SMS
Monthly Statement,197,1,0,WhatsApp
Credit Card Bill Reminder,161,0,0,Email
Reward Points Update,81,1,0,Push Notification
Credit Card Bill Reminder,298,0,0,Email
Transaction OTP,4,0,0,Email
KYC Reminder,228,0,1,Push Notification
Low Balance Alert,36,0,1,Email
Login OTP,10,0,0,SMS
Credit Card Bill Reminder,148,0,0,Email
Login OTP,4,1,0,SMS
KYC Reminder,282,1,0,Push Notification
Monthly Statement,55,1,2,Push Notification
Beneficiary Added Alert,106,0,1,WhatsApp
KYC Reminder,171,1,1,Push Notification
Fraud Alert,40,1,0,SMS
Low Balance Alert,62,0,0,Email
KYC Reminder,270,0,1,Push Notification
Payment Confirmation,123,0,0,Email
KYC Reminder,172,1,1,Push Notification
KYC Reminder,123,0,1,Push Notification
KYC Reminder,127,1,1,Push Notification
Credit Card Bill Reminder,302,1,1,Email
Credit Card Bill Reminder,242,1,0,Push Notification
Fraud Alert,87,1,2,SMS
KYC Reminder,284,0,0,Push Notification
Credit Card Bill Reminder,109,0,0,Email
Low Balance Alert,41,0,0,Push Notification
Monthly Statement,66,0,2,Email
Login OTP,8,0,0,SMS
Low Balance Alert,24,0,0,Email
KYC Reminder,225,1,0,Push Notification
KYC Reminder,169,1,1,Push Notification
Login OTP,9,1,0,Email
Monthly Statement,182,1,1,Push Notification
Low Balance Alert,40,1,0,Push Notification
Low Balance Alert,27,1,0,Email
Transaction OTP,8,1,1,Email
Monthly Statement,174,0,1,Email
Fraud Alert,114,0,0,SMS
Monthly Statement,63,1,0,Push Notification
Low Balance Alert,27,0,2,Email
Login OTP,9,1,0,Email
Fraud Alert,79,0,0,SMS
Login OTP,11,0,0,SMS
Fraud Alert,95,0,0,SMS
Monthly Statement,148,1,1,Push Notification
Transaction OTP,10,1,0,Push Notification
KYC Reminder,337,1,1,Push Notification
Beneficiary Added Alert,45,1,2,WhatsApp
Credit Card Bill Reminder,249,0,0,WhatsApp
Login OTP,10,0,3,SMS
Login OTP,10,0,1,SMS
Payment Confirmation,135,1,0,Push Notification
Reward Points Update,194,0,2,Email
Reward Points Update,87,0,1,Email
Beneficiary Added Alert,53,1,1,WhatsApp
Fraud Alert,25,0,0,SMS
Monthly Statement,59,1,1,Push Notification
Reward Points Update,56,1,0,SMS
KYC Reminder,170,1,0,Push Notification
Transaction OTP,11,1,1,Email
KYC Reminder,280,0,2,Push Notification
Beneficiary Added Alert,53,1,0,WhatsApp
Login OTP,12,1,0,SMS
Fraud Alert,65,1,2,WhatsApp
Low Balance Alert,119,1,1,Email
Payment Confirmation,77,1,0,Email
Transaction OTP,10,1,2,Push Notification
Fraud Alert,102,0,1,SMS
Fraud Alert,58,1,2,SMS
Low Balance Alert,116,1,0,Email
Beneficiary Added Alert,120,1,0,Push Notification
Login OTP,12,1,1,SMS
Reward Points Update,113,1,0,Email
Fraud Alert,62,1,0,SMS
KYC Reminder,229,0,0,Push Notification
Payment Confirmation,86,0,1,Email
Payment Confirmation,91,1,0,Email
Low Balance Alert,32,1,0,SMS
Credit Card Bill Reminder,136,0,2,Email
KYC Reminder,327,1,0,Push Notification
Monthly Statement,175,0,0,Email
Reward Points Update,125,0,0,Email
KYC Reminder,258,1,0,Push Notification
Beneficiary Added Alert,76,1,0,Push Notification
Fraud Alert,103,1,1,SMS
Low Balance Alert,32,1,0,Push Notification
Credit Card Bill Reminder,314,1,0,Email
Monthly Statement,140,1,0,Email
Login OTP,7,1,0,SMS
Reward Points Update,74,1,1,Email
KYC Reminder,334,0,0,Push Notification
Transaction OTP,11,1,0,Push Notification
Low Balance Alert,41,0,0,Email
Payment Confirmation,91,1,0,Push Notification
Beneficiary Added Alert,27,0,0,SMS
Low Balance Alert,116,1,2,Push Notification
KYC Reminder,276,1,0,Push Notification
Beneficiary Added Alert,93,1,0,WhatsApp
Beneficiary Added Alert,23,1,1,WhatsApp
Payment Confirmation,167,0,0,Push Notification
KYC Reminder,281,0,0,Push Notification
KYC Reminder,160,1,1,Push Notification
Payment Confirmation,59,1,2,Push Notification
Login OTP,7,0,1,SMS
Fraud Alert,95,0,0,SMS
KYC Reminder,348,1,0,Push Notification
Transaction OTP,9,0,1,Email
Credit Card Bill Reminder,267,1,1,Email
Login OTP,6,0,0,SMS
Beneficiary Added Alert,118,1,2,WhatsApp
Reward Points Update,75,0,1,WhatsApp
Beneficiary Added Alert,86,0,0,WhatsApp
Payment Confirmation,99,1,1,SMS
Payment Confirmation,194,0,0,Email
Monthly Statement,51,0,1,Email
Monthly Statement,82,1,1,Push Notification
Reward Points Update,168,1,1,Push Notification
Low Balance Alert,56,0,1,Email
Low Balance Alert,101,1,1,Push Notification
Payment Confirmation,61,0,1,Email
Credit Card Bill Reminder,166,0,0,Email
Monthly Statement,149,1,0,Push Notification
Transaction OTP,10,0,0,Email
Fraud Alert,38,0,2,SMS
Login OTP,11,1,1,SMS
KYC Reminder,303,0,2,Push Notification
KYC Reminder,309,0,0,Push Notification
Fraud Alert,92,0,1,SMS
Payment Confirmation,167,0,1,Email
Monthly Statement,74,1,0,Push Notification
Beneficiary Added Alert,52,1,1,WhatsApp
Credit Card Bill Reminder,309,0,0,Email
KYC Reminder,245,1,0,Push Notification
Fraud Alert,73,1,1,SMS
Transaction OTP,10,1,1,Push Notification
KYC Reminder,108,1,0,Push Notification
Monthly Statement,68,0,2,Email
KYC Reminder,101,1,0,Push Notification
Low Balance Alert,48,0,0,Email
Monthly Statement,128,0,2,Email
Payment Confirmation,95,0,1,WhatsApp
Monthly Statement,78,1,0,Email
Login OTP,12,1,0,SMS
Transaction OTP,12,0,2,Email
KYC Reminder,185,0,1,WhatsApp
KYC Reminder,332,0,1,Push Notification
Fraud Alert,55,1,1,SMS
Credit Card Bill Reminder,159,0,0,Email
Login OTP,4,1,1,SMS
Reward Points Update,160,0,0,Email
Reward Points Update,66,1,0,Push Notification
Transaction OTP,5,1,1,Push Notification
Reward Points Update,184,0,1,Email
Low Balance Alert,119,1,0,Push Notification
KYC Reminder,223,0,1,Push Notification
Credit Card Bill Reminder,138,0,2,Email
Transaction OTP,6,1,0,Push Notification
KYC Reminder,313,0,0,Push Notification
Beneficiary Added Alert,51,1,2,WhatsApp
Payment Confirmation,137,1,1,Push Notification
Fraud Alert,104,0,0,SMS
Transaction OTP,4,1,0,Push Notification
Credit Card Bill Reminder,278,0,3,Email
Reward Points Update,181,1,0,Push Notification
Beneficiary Added Alert,82,1,1,WhatsApp
KYC Reminder,233,1,1,Push Notification
Monthly Statement,40,0,0,Email
Reward Points Update,20,1,2,Push Notification
KYC Reminder,279,0,0,Push Notification
Payment Confirmation,72,1,1,WhatsApp
KYC Reminder,110,1,1,Push Notification
Fraud Alert,50,1,0,SMS
Monthly Statement,130,1,1,Email
Transaction OTP,5,0,0,Email
Fraud Alert,82,0,0,SMS
Beneficiary Added Alert,20,1,0,WhatsApp
Payment Confirmation,70,0,0,Email
Beneficiary Added Alert,72,0,1,WhatsApp
Login OTP,8,1,1,SMS
Low Balance Alert,119,0,1,Email
Monthly Statement,25,1,1,Email
Fraud Alert,99,1,0,WhatsApp
Credit Card Bill Reminder,239,1,1,Push Notification
Login OTP,12,0,0,SMS
Payment Confirmation,109,1,2,Push Notification
Credit Card Bill Reminder,328,0,0,Email
Beneficiary Added Alert,84,0,1,WhatsApp
Monthly Statement,90,1,0,Push Notification
Monthly Statement,182,1,0,WhatsApp
KYC Reminder,133,0,1,Push Notification
Credit Card Bill Reminder,198,0,0,Email
KYC Reminder,312,1,1,Push Notification
Fraud Alert,53,1,1,SMS
Transaction OTP,6,0,0,SMS
Fraud Alert,96,1,0,SMS
Fraud Alert,42,1,0,SMS
Fraud Alert,104,0,0,SMS
Reward Points Update,110,0,1,Email
Fraud Alert,23,1,0,SMS
Monthly Statement,68,0,1,Email
KYC Reminder,267,1,1,Push Notification
Reward Points Update,193,0,0,Email
KYC Reminder,121,1,2,Push Notification
Beneficiary Added Alert,99,0,1,WhatsApp
Beneficiary Added Alert,59,1,0,WhatsApp
Credit Card Bill Reminder,225,1,1,Email
Transaction OTP,10,1,2,Push Notification
Monthly Statement,175,0,1,Email
Login OTP,8,0,0,SMS
Monthly Statement,72,0,1,Email
Credit Card Bill Reminder,288,1,0,Push Notification
Credit Card Bill Reminder,323,0,1,Email
Beneficiary Added Alert,117,1,1,WhatsApp
Fraud Alert,92,1,1,SMS
Beneficiary Added Alert,46,1,1,WhatsApp
Monthly Statement,39,1,2,Push Notification
Credit Card Bill Reminder,152,0,1,Email
Payment Confirmation,32,1,0,Email
Credit Card Bill Reminder,175,0,1,Email
Credit Card Bill Reminder,176,0,1,Email
KYC Reminder,230,1,0,Push Notification
Credit Card Bill Reminder,263,1,0,Email
Reward Points Update,152,1,2,Email
